Critic Ratings for years 2000 to 2009 processed,,,,,
,,,,,
Film ID,Film Title,Year (NA),Metacritic,Rotten Tomatoes/4,VideoHound Score (0-4)
2946,Ghost Town,2008,2.9,2.8,3
48,Ghost World,2001,3.5,3.1,3.5
3151,Ghosts of Girlfriends Past,2009,1.4,1.7,1.5
49,Ghosts of Mars,2001,1.4,1.5,2
431,Gigli,2003,0.7,1.1,1
432,Girl with a Pearl Earring,2003,2.9,2.7,3.5
2464,Girlfight,2000,2.8,2.9,3
2465,Gladiator,2000,2.6,2.8,3
50,Glitter,2001,0.6,1.1,0
1028,Glory Road,2006,2.3,2.4,2.5
1029,Goal!,2006,2.1,2.1,2.5
433,Gods and Generals,2003,1.2,1.4,2
610,Godsend,2004,1,1.4,2
2617,Going Upriver: The Long War of John Kerry,2004,2.8,2.9,2.5
2750,Gone Baby Gone,2007,2.9,3.1,3
2467,Gone in Sixty Seconds,2000,1.4,1.8,2
434,Good Boy!,2003,2,2.1,2
3152,Good Hair,2009,2.9,2.9,2.5
2751,Good Luck Chuck,2007,0.8,1.1,0
782,Good Night and Good Luck.,2005,3.2,3.2,3.5
51,Gosford Park,2001,3.6,3,3
2468,Gossip,2000,1.2,1.8,2
435,Gothika,2003,1.5,1.6,1.5
2752,Gracie,2007,2.1,2.3,2.5
2947,Gran Torino,2008,2.9,2.8,3
1030,Grandma's Boy,2006,1.3,1.5,1.5
2753,Gray Matters,2007,1.2,1.5,2
1031,Gridiron Gang,2006,2.1,2.2,2
436,Grind,2003,1.2,1.2,2
2754,Grindhouse,2007,3.1,3,2
2644,Grizzly Man,2005,3.5,3.2,3.5
2469,Groove,2000,2.2,2.4,3.5
783,Guess Who,2005,2,2.2,2
940,Gunner Palace,2005,2.8,2.8,3
2755,Hairspray,2007,3.2,3.1,3
236,Half Past Dead,2002,0.9,1.2,1
2756,Halloween,2007,1.9,1.6,2
3153,Halloween II,2009,1.8,1.5,1.5
237,Halloween: Resurrection,2002,0.8,1.4,1.5
2470,Hamlet,2000,2.8,2.3,3
2948,Hamlet 2,2008,2.2,2.5,3
2949,Hancock,2008,2,2.2,2
2471,Hanging Up,2000,1.3,1.5,1.5
3154,Hannah Montana: The Movie,2009,1.9,2.1,2
52,Hannibal,2001,2.3,2,2
2757,Hannibal Rising,2007,1.4,1.6,1.5
1032,Happily N'Ever After,2007,1.1,1.2,2
2645,Happy Endings,2005,2.3,2.4,2.5
1033,Happy Feet,2006,3.1,2.8,3
2950,Happy-Go-Lucky,2008,3.4,3.1,3
53,Hard Ball,2001,1.9,1.9,2
1034,Hard Candy,2006,2.3,2.6,2
2951,Harold & Kumar Escape from Guantanamo Bay,2008,2.3,2.2,2
611,Harold & Kumar Go To White Castle,2004,2.6,2.6,2.5
238,Harrison's Flowers,2002,2,2.2,2
2646,Harry + Max,2005,0,1.3,1
239,Harry Potter and the Chamber of Secrets,2002,2.5,2.8,3.5
784,Harry Potter and the Goblet of Fire,2005,3.2,3,3.5
3156,Harry Potter and the Half-Blood Prince,2009,3.1,2.8,2.5
2758,Harry Potter and the Order of the Phoenix,2007,2.8,2.7,2
54,Harry Potter and the Philosopher's Stone,2001,2.6,2.8,3
612,Harry Potter and the Prisoner of Azkaban,2004,3.3,3.1,2.5
2582,Harry He's Here to Help,2001,3,3,3
1035,Harsh Times,2006,2.2,2.2,2
240,Hart's War,2002,2,2.4,2.5
3157,He's Just Not That Into You,2009,1.9,2.1,2
437,Head of State,2003,1.8,2,2
55,Head Over Heels,2001,1.1,1.4,1.5
56,Heartbreakers,2001,1.9,2.1,2.5
57,Hearts in Atlantis,2001,2.2,2.3,2.5
947,Hedwig and the Angry Inch,2001,3.4,3.1,3
2618,Heights,2005,2.4,2.5,2.5
58,Heist,2001,2.6,2.5,3
2472,Held Up,2000,0.8,1.3,1.5
613,Hellboy,2004,2.9,2.7,2.5
2952,Hellboy II: The Golden Army,2008,3.1,2.8,3
2953,Henry Poole Is Here,2008,1.8,2.1,3
785,Herbie Fully Loaded,2005,1.9,2.2,2
2473,Here on Earth,2000,1,1.5,2
614,Hero,2004,3.4,3.3,3
241,Hey Arnold! The Movie,2002,1.9,1.8,2
615,Hidalgo,2004,2.2,2.2,2.5
786,Hide and Seek,2005,1.4,1.6,2
242,High Crimes,2002,1.9,2,2.5
2474,High Fidelity,2000,3.2,3,3
2954,High School Musical 3: Senior Year,2008,2.3,2.4,2
2475,Highlander: Endgame,2000,0.8,1.3,2.5
788,Hitch,2005,2.3,2.5,2.5
2759,Hitman,2007,1.4,1.5,0
438,Holes,2003,2.8,2.8,3.5
2476,Hollow Man,2000,1,1.8,2
243,Hollywood Ending,2002,1.8,2.2,2
439,Hollywood Homicide,2003,1.9,1.9,2
1036,Hollywoodland,2006,2.5,2.6,2.5
2477,Holy Smoke,2000,2.3,2.2,2
2669,Home of the Brave,2006,1.7,1.6,2
616,Home on the Range,2004,2,2.3,2.5
440,Honey,2003,1.5,1.7,2
789,Hoodwinked!,2005,1.8,2.2,3
1037,Hoot,2006,1.8,1.9,2.5
2931,Horton Hears a Who,2008,2.8,2.8,3
790,Hostage,2005,1.8,2,2.5
1038,Hostel,2006,2.2,2.3,2
2760,Hostel: Part II,2007,1.8,2,1
2761,Hot Fuzz,2007,3.2,3.1,3
2762,Hot Rod,2007,1.7,2,2
3158,Hotel for Dogs,2009,2,2.1,1.5
617,Hotel Rwanda,2004,3.2,3.2,2.5
441,House of 1000 Corpses,2003,1.2,1.3,0
791,House of D,2005,1.3,1.5,2
618,House of Flying Daggers,2004,3.6,3.1,3
442,House of Sand and Fog,2003,2.8,2.8,3.5
443,House of the Dead,2003,0.6,0.8,0
792,House of Wax,2005,1.6,1.7,1.5
59,How High,2001,1.2,1.5,2.5
2955,How She Move,2008,2.5,2.4,2.5
2478,How the Grinch Stole Christmas,2000,1.8,2.3,2.5
444,How to Deal,2003,1.8,1.8,2.5
1039,How to Eat Fried Worms,2006,2.2,2.4,2.5
445,How to Lose a Guy in 10 Days,2003,1.8,2,2
2956,How to Lose Friends & Alienate People,2008,1.4,2,2.5
793,Howl's Moving Castle,2005,3.2,3,2.5
446,Hulk,2003,2.2,2.5,2.5
244,Human Nature,2002,2.2,2.3,2.5
794,Hustle & Flow,2005,2.7,2.9,3
2620,I Am David,2004,1.9,2.1,2
2763,I Am Legend,2007,2.6,2.6,3
60,I Am Sam,2001,1.1,1.8,1.5
3265,I Can Do Bad All By Myself,2009,2.2,2.4,2.5
2479,I Dreamed of Africa,2000,1.3,1.4,2.5
619,I Heart Huckabees,2004,2.2,2.5,2
3159,I Hope They Serve Beer in Hell,2009,1,1.3,2
2764,I Know Who Killed Me,2007,0.6,0.9,1
3160,I Love You Beth Cooper,2009,1.3,1.4,1.5
3161,I Love You Man,2009,2.8,2.8,3
2765,I Now Pronounce You Chuck & Larry,2007,1.5,1.4,1
245,I Spy,2002,1.4,1.6,2
2766,I Think I Love My Wife,2007,2,1.8,2
2621,I'll Sleep When I'm Dead,2004,2.2,2.2,3
2767,I'm Not There,2007,2.9,2.8,3
2957,I've Loved You So Long,2008,3.2,3,3
620,I Robot,2004,2.4,2.4,2
246,Ice Age,2002,2.4,2.7,3
3162,Ice Age: Dawn of the Dinosaurs,2009,2,2.2,2.5
1040,Ice Age: The Meltdown,2006,2.3,2.4,2.5
795,Ice Princess,2005,2.2,2.2,2.5
447,Identity,2003,2.6,2.6,2.5
1041,Idlewild,2006,2.2,2.3,2
247,Igby Goes Down,2002,2.9,2.8,3
2958,Igor,2008,1.6,1.9,2
3163,Imagine That,2009,2.2,1.9,2.5
248,Impostor,2002,1.3,1.6,1
448,In America,2003,3,3.1,3
2959,In Bruges,2008,2.7,2.8,2.5
621,In Good Company,2004,2.6,2.8,3
796,In Her Shoes,2005,2.4,2.8,3
61,In the Bedroom,2001,3.4,3.2,3.5
449,In the Cut,2003,1.8,1.9,1
797,In the Mix,2005,1.2,1.3,0
2576,In the Mood For Love,2001,3.4,3,2.5
2960,In the Name of the King: A Dungeon Siege Tale,2008,0.6,1,0
2768,In the Shadow of the Moon,2007,3.4,3.2,3.5
2769,In the Valley of Elah,2007,2.6,2.8,3
2961,Indiana Jones and the Kingdom of the Crystal Skull,2008,2.6,2.8,2.5
2670,Infamous,2006,2.7,2.7,2
3164,Inglourious Basterds,2009,2.8,3.1,3
3165,Inkheart,2009,0,2,2
841,Inside I'm Dancing,2005,2.4,2.3,2.5
1042,Inside Man,2006,3,2.9,3
249,Insomnia,2002,3.1,3.1,3.5
250,Intact,2002,2.4,2.6,2
2622,Intimate Strangers,2004,2.8,2.9,3.5
798,Into the Blue,2005,1.8,1.6,2
2770,Into the Wild,2007,2.9,3,3
450,Intolerable Cruelty,2003,2.8,2.7,2.5
3166,Invictus,2009,3,2.6,3
1043,Invincible,2006,2.5,2.6,3
62,Iris,2001,3,2.8,3
2962,Iron Man,2008,3.2,3,3
63,Iron Monkey,2001,3.2,3,2.5
2480,Isn't She Great,2000,1.4,1.6,2
451,It Runs in the Family,2003,1.8,1.8,2.5
3167,It's Complicated,2009,2.3,2.3,2.5
2584,Italian for Beginners,2002,3.1,2.9,2.5
1044,Jackass Number Two,2006,2.6,2.3,2
251,Jackass: The Movie,2002,1.7,2,2
799,Jarhead,2005,2.3,2.5,2.5
252,Jason X,2002,1,1.4,1
64,Jay and Silent Bob Strike Back,2001,2,2.3,2.5
65,Jeepers Creepers,2001,2,2.1,2
452,Jeepers Creepers II,2003,1.4,1.7,1.5
3168,Jennifer's Body,2009,1.9,2,2
622,Jersey Girl,2004,1.7,2.1,2.5
453,Jet Lag,2003,2.1,2.3,2
66,Jimmy Neutron: Boy Genius,2001,2.6,2.6,2.5
67,Joe Dirt,2001,0.8,1.2,2
2317,Joe Gould's Secret,2000,3,2.7,2.5
68,Joe Somebody,2001,1.7,1.6,1
253,John Q,2002,1.2,1.8,2
1046,John Tucker Must Die,2006,1.6,1.7,2
454,Johnny English,2003,2,1.9,1.5
623,Johnson Family Vacation,2004,1.2,1.3,1.5
2585,Joshua,2002,1.5,1.7,2.5
2772,Joshua,2007,2.8,2.5,3
69,Josie and the Pussycats,2001,1.9,2.1,2
2963,Journey to the Center of the Earth,2008,2.3,2.4,2.5
70,Joy Ride,2001,3,2.6,3
3170,Julie & Julia,2009,2.6,2.7,3
2964,Jumper,2008,1.4,1.6,1.5
958,Junebug,2005,3.2,3,3
2773,Juno,2007,3.2,3.2,3.5
71,Jurassic Park III,2001,1.7,2.1,2
2586,Just a Kiss,2002,1.6,1.6,2
800,Just Friends,2005,1.9,2.1,1
801,Just Like Heaven,2005,1.9,2.3,2
455,Just Married,2003,1.1,1.6,1.5
1047,Just My Luck,2006,1.2,1.5,1.5
72,Just Visiting,2001,1.5,1.9,2
255,Juwanna Mann,2002,1,1.3,2
256,K-19: The Widowmaker,2002,2.3,2.4,2
73,K-PAX,2001,2,2,2.5
456,Kangaroo Jack,2003,0.6,1.3,1
74,Kate & Leopold,2001,1.8,2.1,2.5
1048,Keeping Mum,2006,2.1,2.4,2.5
2481,Keeping the Faith,2000,2.4,2.5,2.5
1049,Keeping Up With the Steins,2006,2.3,2,1
2774,Kickin It Old Skool,2007,0.7,1,1
802,Kicking & Screaming,2005,1.8,2,2.5
803,Kids in America,2005,1.5,1.7,1.5
457,Kill Bill Vol 1,2003,2.8,3.1,3.5
624,Kill Bill Vol. 2,2004,3.3,3.1,3.5
625,King Arthur,2004,1.8,2,2.5
804,King Kong,2005,3.2,3.1,3.5
805,King's Ransom,2005,0.4,1,1
75,Kingdom Come,2001,1.9,1.7,2
806,Kingdom of Heaven,2005,2.5,2.2,3
1050,Kinky Boots,2006,2.3,2.3,2.5
626,Kinsey,2004,3.2,3,3
807,Kiss Kiss Bang Bang,2005,2.9,3,3.5
76,Kiss of the Dragon,2001,2.3,2.1,2.5
257,Kissing Jessica Stein,2002,2.9,2.8,2.5
2965,Kit Kittredge: An American Girl,2008,2.5,2.7,3.5
258,Knockaround Guys,2002,1.2,1.7,2.5
2775,Knocked Up,2007,3.4,3.1,2.5
3171,Knowing,2009,1.6,1.9,1
808,Kung Fu Hustle,2005,3.1,3,2
2966,Kung Fu Panda,2008,2.9,2.9,3
259,Kung Pow: Enter the Fist,2002,0.6,1.1,1.5
627,Ladder 49,2004,1.9,2.2,2.5
809,Ladies in Lavender,2005,2.4,2.4,2
1051,Lady in the Water,2006,1.4,1.7,2
640,Lady Killers,2004,0.2,0.7,0
2967,Lakeview Terrace,2008,1.9,2.2,3
810,Land of the Dead,2005,2.8,2.6,3
3172,Land of the Lost,2009,1.3,1.6,1.5
77,Lantana,2001,3.4,3,3
459,Lara Croft Tomb Raider: The Cradle of Life,2003,1.7,1.8,2.5
78,Lara Croft: Tomb Raider,2001,1.3,1.6,2
1052,Larry the Cable Guy: Health Inspector,2006,0.8,1,0
2776,Lars and the Real Girl,2007,2.8,2.8,2.5
1053,Lassie,2006,3.4,2.9,2.5
2968,Last Chance Harvey,2008,2.3,2.5,2.5
811,Last Days,2005,2.7,2.4,2.5
1054,Last Holiday,2006,2.1,2.3,2.5
79,Last Orders,2001,3.1,2.8,3
3173,Law Abiding Citizen,2009,1.4,1.7,2
628,Laws of Attraction,2004,1.5,1.8,2
460,Le Divorce,2003,2,2.1,2
2969,Leatherheads,2008,2.2,2.3,2.5
80,Legally Blonde,2001,2.4,2.5,2.5
461,Legally Blonde 2: Red White & Blonde,2003,1.9,1.9,2
629,Lemony Snicket's A Series of Unfortunate Events,2004,2.5,2.7,2.5
1055,Let's Go to Prison,2006,1.1,1.2,1.5
1056,Letters from Iwo Jima,2007,3.6,3.3,4
462,Levity,2003,1.8,2.1,2
2777,License to Wed,2007,1,1.2,1
81,Life as a House,2001,1.8,2.1,2.5
260,Life or Something Like It,2002,1.2,1.8,1.5
261,Like Mike,2002,1.9,2.2,2.5
262,Lilo & Stitch,2002,2.9,2.9,3
2778,Lions for Lambs,2007,1.9,1.9,2
630,Little Black Book,2004,1.4,1.8,1
2672,Little Children,2006,3,3,3
1057,Little Man,2006,1,1.3,1
2647,Little Manhattan,2005,2.1,2.6,2
1058,Little Miss Sunshine,2006,3.2,3.1,3
2482,Little Nicky,2000,1.5,1.6,2
2587,Little Secrets,2002,2.1,2.2,2.5
2779,Live Free or Die Hard,2007,2.8,2.7,2.5
1059,Lonesome Jim,2005,2.2,2.4,3
1060,Looking for Comedy in the Muslim World,2005,2.1,2.2,1.5
463,Looney Tunes: Back in Action,2003,2.6,2.4,1
812,Lord of War,2005,2.5,2.5,3
813,Lords of Dogtown,2005,2.2,2.4,2
2483,Loser,2000,1.4,1.7,2
920,Lost in La Mancha,2002,3,3,3.5
464,Lost in Translation,2003,3.6,3.4,3.5
465,Love Actually,2003,2.2,2.6,2.5
466,Love Don't Cost a Thing,2003,1.5,1.4,2.5
3176,Love Happens,2009,1.3,1.5,1
2780,Love in the Time of Cholera,2007,1.7,1.9,2
263,Love Liza,2002,2.3,2.4,2
264,Lovely & Amazing,2002,3,2.9,3
1061,Lucky Number Slevin,2006,2.1,2.4,2
2485,Lucky Numbers,2000,1.2,1.6,1.5
2781,Lucky You,2007,2,2,2
2782,Lust Caution,2007,2.4,2.6,2
941,Mad Hot Ballroom,2005,2.8,2.8,3
2970,Mad Money,2008,1.6,1.8,1.5
814,Madagascar,2005,2.3,2.4,2.5
2971,Madagascar 2,2008,2.4,2.4,2.5
82,Made,2001,2.5,2.5,2.5
2972,Made of Honor,2008,1.5,1.6,1.5
3266,Madea Goes to Jail,2009,2,2,2
1062,Madea's Family Reunion,2006,1.8,1.8,1.5
2648,Madison,2005,1.7,1.8,2.5
265,Maid in Manhattan,2002,1.8,2,2.5
467,Malibu's Most Wanted,2003,1.7,1.8,2
468,Mambo italiano,2003,1.6,1.9,2
2973,Mamma Mia!,2008,2,2.2,2.5
815,Man of the House,2005,1.4,1.3,2
1063,Man of the Year,2006,1.6,1.8,1
631,Man on Fire,2004,1.9,2.1,2.5
942,March of the Penguins,2005,3.2,3.1,3
469,Marci X,2003,0.8,1.2,1
2783,Margot at the Wedding,2007,2.6,2.3,2
956,Maria Full of Grace,2004,3.5,3.2,3
1064,Marie Antoinette,2006,2.6,2.4,2
2974,Marley & Me,2008,2.1,2.4,2.5
2975,Married Life,2008,2.6,2.4,3
2784,Martian Child,2007,1.9,2,1.5
470,Masked and Anonymous,2003,1.3,1.6,1
471,Master and Commander: The Far Side of the World,2003,3.2,3,4
816,Match Point,2005,2.9,2.9,3.5
472,Matchstick Men,2003,2.4,2.8,3.5
1065,Material Girls,2006,0.7,1,0
266,Max,2002,2.2,2.6,2
83,Max Keeble's Big Move,2001,1.6,1.7,2
2976,Max Payne,2008,1.2,1.5,1.5
473,May,2003,2.3,2.4,2
3177,Me and Orson Welles,2009,2.9,2.8,2.5
2486,Me Myself & Irene,2000,2,2.2,3
632,Mean Creek,2004,3,2.9,3
633,Mean Girls,2004,2.6,2.8,3
267,Mean Machine,2002,1.8,2,2
2977,Meet Dave,2008,1.7,1.6,1
634,Meet the Fockers,2004,1.6,2.1,2.5
2487,Meet the Parents,2000,2.9,2.8,3
2785,Meet the Robinsons,2007,2.4,2.5,2.5
2978,Meet the Spartans,2008,0.4,0.8,0
817,Melinda and Melinda,2005,2.2,2.3,2
84,Memento,2001,3.2,3.3,3.5
818,Memoirs of a Geisha,2005,2.2,2.2,2
268,Men in Black II,2002,2,2.1,2
2488,Men of Honor,2000,2.2,2.1,2.5
932,Metallica: Some Kind of Monster,2004,3,3,3
1066,Miami Vice,2006,2.6,2.2,2.5
2786,Michael Clayton,2007,3.3,3,3.5
2979,Milk,2008,3.4,3.2,3.5
635,Million Dollar Baby,2004,3.4,3.3,3.5
819,Millions,2005,3,3,3
820,Mindhunters,2005,1.3,1.7,0
269,Minority Report,2002,3.2,3.2,3.5
636,Miracle,2004,2.7,2.8,3
2980,Miracle at St. Anna,2008,1.5,2.1,2.5
2981,Mirrors,2008,1.4,1.6,1
2489,Miss Congeniality,2000,1.7,2,2
821,Miss Congeniality 2: Armed & Fabulous,2005,1.4,1.6,1.5
3179,Miss March,2009,0.3,1,0
2982,Miss Pettigrew Lives for a Day,2008,2.5,2.6,3
1067,Miss Potter,2006,2.3,2.5,2.5
2490,Mission to Mars,2000,1.4,1.6,1.5
2491,Mission: Impossible II,2000,2.4,2.4,3
1068,Mission: Impossible III,2006,2.6,2.6,3
474,Mona Lisa Smile,2003,1.8,2,2.5
2601,Mondays in the Sun,2003,2.6,2.8,2
2787,Mongol: The Rise of Genghis Khan,2008,3,2.8,3
85,Monkeybone,2001,1.6,1.5,2
949,Monsoon Wedding,2002,3.1,3.2,3
475,Monster,2003,3,2.9,3
1069,Monster House,2006,2.7,2.7,3
86,Monster's Ball,2001,2.8,3,4
822,Monster-in-Law,2005,1.2,1.7,1
3180,Monsters vs Aliens,2009,2.2,2.6,2.5
87,Monsters Inc.,2001,3.1,3.2,3.5
3181,Moon,2009,2.7,3,2
270,Moonlight Mile,2002,2.4,2.6,3
271,Mostly Martha,2002,2.9,2.9,3
3183,Motherhood,2009,1.4,1.5,1.5
88,Moulin Rouge!,2001,2.6,2.8,3
637,Mr 3000,2004,2.3,2.4,2.5
823,Mr. & Mrs. Smith,2005,2.2,2.4,3
2788,Mr. Bean's Holiday,2007,2.2,2.2,2
2789,Mr. Brooks,2007,1.8,2.3,2
272,Mr. Deeds,2002,1,1.6,1.5
2790,Mr. Magorium's Wonder Emporium,2007,1.9,2,2
2791,Mr. Woodcock,2007,1.6,1.6,1.5
824,Mrs Henderson Presents,2005,2.8,2.6,2
89,Mulholland Dr.,2001,3.2,3,3
825,Munich,2005,3,3,3.5
273,Murder by Numbers,2002,2,2.1,2.5
2792,Music and Lyrics,2007,2.4,2.4,2.5
826,Must Love Dogs,2005,1.8,2,2
638,My Baby's Daddy,2004,0.9,1.1,2
2983,My Best Friend's Girl,2008,1.4,1.4,1
274,My Big Fat Greek Wedding,2002,2.5,2.7,2.5
3184,My Bloody Valentine,2009,2,2.3,1
476,My Boss's Daughter,2003,0.6,1,1
2492,My Dog Skip,2000,2.4,2.7,3
90,My First Mister,2001,1.9,2.2,2.5
3185,My Life in Ruins,2009,1.4,1.4,2
3186,My Sister's Keeper,2009,2,2.2,1.5
827,My Summer of Love,2005,3.3,3,2.5
1070,My Super Ex-Girlfriend,2006,2,2,2
477,Mystic River,2003,3.4,3.1,3.5
1071,Nacho Libre,2006,2.1,2,1.5
2793,Nancy Drew,2007,2.1,2.2,1.5
1072,Nanny McPhee,2006,2.4,2.6,2.5
639,Napoleon Dynamite,2004,2.6,2.5,2
275,Narc,2002,2.8,2.8,3.5
478,National Security,2003,1.2,1.3,1.5
641,National Treasure,2004,1.6,2.1,2
2795,National Treasure: Book of Secrets,2007,1.9,1.9,2.5
276,Never Again,2002,1.2,1.8,2
2984,Never Back Down,2008,1.6,1.8,1
642,Never Die Alone,2004,1.5,1.6,2.5
3187,New In Town,2009,1.2,1.7,2
3257,New Moon,2009,1.8,1.9,2
643,New York Minute,2004,1.3,1.4,1.5
2796,Next,2007,1.7,1.8,2
3188,Next Day Air,2009,1.8,1.6,1.5
2493,Next Friday,2000,1.6,1.6,2
277,Nicholas Nickleby,2002,2.8,2.7,3
2985,Nick & Norah's Infinite Playlist,2008,2.6,2.6,3
1073,Night at the Museum,2006,1.9,2.1,2
3189,Night at the Museum: Battle of the Smithsonian,2009,1.7,2,2.5
2624,Night Watch,2004,2.3,2.4,2
2986,Nights in Rodanthe,2008,1.6,1.9,2
2987,Nim's Island,2008,2.2,2.3,2.5
3190,Nine,2009,2,2,2.5
2650,Nine Lives,2005,3.2,2.7,3
3191,Ninja Assassin,2009,1.4,1.7,2
2797,No Country for Old Men,2007,3.6,3.4,4
2798,No Reservations,2007,2,2.1,1.5
278,No Such Thing,2002,1.4,2,2
2988,Nobel Son,2008,1.1,1.7,1.5
2799,Norbit,2007,1.1,1.3,1.5
828,North Country,2005,2.7,2.6,2.5
2602,Northfork,2003,2.6,2.4,2
91,Not Another Teen Movie,2001,1.3,1.6,1.5
3192,Not Easily Broken,2009,1.7,1.9,1.5
1074,Notes on a Scandal,2006,2.9,3,3
2989,Nothing But the Truth,2008,2.6,2.7,3
2990,Nothing Like the Holidays,2008,2,2.3,2.5
3193,Notorious,2009,2.4,2.2,2
2494,Nurse Betty,2000,2.8,2.9,3
2495,Nutty Professor II: The Klumps,2000,1.5,1.8,2.5
2496,O Brother Where Art Thou?,2000,2.8,2.8,2.5
3194,Observe and Report,2009,2.2,2.2,2.5
3195,Obsessed,2009,1,1.5,2
94,Ocean's Eleven,2001,3,2.8,3
2800,Ocean's Thirteen,2007,2.5,2.6,3
644,Ocean's Twelve,2004,2.3,2.4,2.5
2651,Off the Map,2005,2.7,2.6,3
479,Old School,2003,2.2,2.2,2.5
829,Oliver Twist,2005,2.6,2.5,3
1075,On a Clear Day,2006,2.5,2.5,2.5
95,On the Line,2001,1.4,1.4,1.5
2801,Once,2007,3.5,3.3,2
480,Once Upon a Time in Mexico,2003,2.2,2.5,3
481,Once Upon a Time in the Midlands,2003,2.2,2.3,2
279,One Hour Photo,2002,2.6,2.8,3
2991,One Missed Call,2008,1,1,0
96,One Night at McCool's,2001,1.8,1.9,2
2603,Only the Strong Survive,2003,2.4,2.4,3
482,Open Range,2003,2.7,2.7,3.5
1077,Open Season,2006,2,2.2,2.5
645,Open Water,2004,2.5,2.6,3
280,Orange County,2002,1.9,2.1,2.5
97,Original Sin,2001,1.3,1.4,2
3197,Orphan,2009,1.7,2.2,1.5
98,Osmosis Jones,2001,2.3,2.2,2.5
99,Out Cold,2001,0.9,1.2,1.5
483,Out of Time,2003,2.5,2.6,2.5
2992,Over Her Dead Body,2008,1.2,1.5,1.5
1078,Over the Hedge,2006,2.7,2.7,3
2802,P.S. I Love You,2007,1.6,1.8,1
2803,P2,2007,1.5,1.7,2
281,Paid In Full,2002,2,2.3,2.5
1079,Pan's Labyrinth,2006,3.9,3.4,4
3198,Pandorum,2009,1.1,1.7,1.5
282,Panic Room,2002,2.6,2.8,2.5
647,Paparazzi,2004,1.5,1.4,1.5
934,Paper Clips,2004,2.6,2.5,3
2652,Paradise Now,2005,2.8,3,3
3199,Paranormal Activity,2009,2.7,2.8,3
2342,Passion of Mind,2000,1.1,1.6,1.5
2804,Pathfinder,2007,1.2,1.4,1
3200,Paul Blart: Mall Cop,2009,1.6,1.8,1.5
2497,Pay It Forward,2000,1.6,2,2
484,Paycheck,2003,1.7,1.9,2
100,Pearl Harbor,2001,1.8,1.8,2
2993,Penelope,2008,1.9,2.2,2.5
2805,Perfect Stranger,2007,1.2,1.4,2.5
1080,Perfume: The Story of a Murderer,2006,2.2,2.5,2
283,Personal Velocity: Three Portraits,2002,2.8,2.6,3
485,Peter Pan,2003,2.6,2.7,2.5
1081,Phat Girlz,2006,1.4,1.5,2
486,Phone Booth,2003,2.2,2.6,2
487,Pieces of April,2003,2.8,2.8,2.5
488,Piglet's Big Movie,2003,2.5,2.5,2.5
2994,Pineapple Express,2008,2.6,2.5,3
284,Pinocchio,2002,0.4,1,1.5
3201,Pirate Radio,2009,2.3,2.2,2.5
2806,Pirates of the Caribbean: At World's End,2007,2,2.2,2.5
489,Pirates of the Caribbean: Curse of the Black Pearl,2003,2.5,2.8,3
1082,Pirates of the Caribbean: Dead Man's Chest,2006,2.1,2.4,2.5
2498,Pitch Black,2000,2,2.2,3
3202,Planet 51,2009,1.6,1.7,1.5
101,Planet of the Apes,2001,2,2.2,3
3203,Ponyo,2009,3.4,3,3
831,Pooh's Heffalump Movie,2005,2.6,2.6,2
103,Pootie Tang,2001,1.2,1.5,1.5
1083,Poseidon,2006,2,2,1.5
286,Possession,2002,2.1,2.6,2
3204,Post Grad,2009,1.4,1.4,1.5
458,Pot Luck,2003,2.6,2.6,3
3205,Precious,2009,3.2,3.1,3.5
2807,Premonition,2007,1.2,1.5,2.5
2808,Pride,2007,2.2,2.2,2.5
832,Pride & Prejudice,2005,3.3,3.1,3
2995,Pride and Glory,2008,1.8,2,2
833,Prime,2005,2.3,2.2,2.5
2996,Prom Night,2008,0.7,1.1,1
834,Proof,2005,2.6,2.6,3.5
2500,Proof of Life,2000,1.8,2.1,2.5
3206,Public Enemies,2009,2.8,2.6,2
1084,Pulse,2006,1.1,1.4,1.5
287,Pumpkin,2002,1.8,2,2
288,Punch-Drunk Love,2002,3.1,3,3
2997,Punisher: War Zone,2008,1.2,1.7,2.5
3207,Push,2009,1.4,1.7,1.5
2998,Quantum of Solace,2008,2.3,2.4,2.5
2999,Quarantine,2008,2.1,2.3,1
289,Queen of the Damned,2002,1.2,1.6,2
2501,Quills,2000,2.8,2.6,2.5
290,Rabbit-Proof Fence,2002,3.2,3,3.5
3208,Race to Witch Mountain,2009,2.1,2,2
3000,Rachel Getting Married,2008,3.3,3,3.5
835,Racing Stripes,2005,1.7,2,2
491,Radio,2003,1.5,2,2.5
648,Raise Your Voice,2004,1.3,1.5,1.5
649,Raising Helen,2004,1.5,1.8,2.5
3001,Rambo,2008,1.8,1.9,2
104,Rat Race,2001,2.1,2,2.5
2809,Ratatouille,2007,3.8,3.4,4
650,Ray,2004,2.9,2.9,3
2502,Ready to Rumble,2000,0.9,1.6,1
291,Real Women Have Curves,2002,2.8,2.7,3
836,Rebound,2005,1.4,1.5,2
292,Red Dragon,2002,2.4,2.6,2.5
837,Red Eye,2005,2.8,2.7,3
2503,Red Planet,2000,1.4,1.5,2.5
3002,Redbelt,2008,2.8,2.5,3.5
293,Reign of Fire,2002,1.6,2.1,1.5
2810,Reign Over Me,2007,2.4,2.5,2.5
2504,Reindeer Games,2000,1.5,1.7,1
3003,Religulous,2008,2.2,2.6,3
2505,Remember the Titans,2000,1.9,2.5,3
